Gen   0:	9800	9980	10045	10175
Gen   1:	14971	8046	8172	8811
Gen   2:	17879	6869	7065	8187
Gen   3:	19767	6023	6233	7977
Gen   4:	21052	5424	5637	7887
Gen   5:	21919	4977	5228	7876
Gen   6:	22671	4555	4979	7795
Gen   7:	23262	4185	4609	7944
Gen   8:	23690	3855	4389	8066
Gen   9:	24003	3607	4154	8236
Gen  10:	24182	3385	3935	8498
Gen  11:	24327	3160	3752	8761
Gen  12:	24568	2951	3555	8926
Gen  13:	24741	2777	3356	9126
Gen  14:	24864	2647	3192	9297
Gen  15:	24969	2517	3009	9505
Gen  16:	25078	2387	2861	9674
Gen  17:	25168	2274	2702	9856
Gen  18:	25140	2187	2557	10116
Gen  19:	25202	2043	2443	10312
Gen  20:	25243	1920	2320	10517
Gen  21:	25354	1805	2171	10670
Gen  22:	25290	1712	2069	10929
Gen  23:	25267	1568	1974	11191
Gen  24:	25314	1475	1892	11319
Gen  25:	25315	1399	1802	11484
Gen  26:	25449	1302	1682	11567
Gen  27:	25515	1218	1610	11657
Gen  28:	25561	1158	1508	11773
Gen  29:	25550	1115	1462	11873
Gen  30:	25489	1081	1401	12029
Gen  31:	25509	1031	1340	12120
Gen  32:	25559	950	1266	12225
Gen  33:	25598	895	1211	12296
Gen  34:	25596	858	1168	12378
Gen  35:	25665	786	1114	12435
Gen  36:	25692	741	1027	12540
Gen  37:	25801	708	966	12525
Gen  38:	25778	695	937	12590
Gen  39:	25712	639	898	12751
Gen  40:	25710	609	847	12834
Gen  41:	25731	584	804	12881
Gen  42:	25831	553	784	12832
Gen  43:	25799	515	742	12944
Gen  44:	25788	495	722	12995
Gen  45:	25753	468	652	13127
Gen  46:	25781	442	580	13197
Gen  47:	25749	424	538	13289
Gen  48:	25738	401	499	13362
Gen  49:	25715	374	474	13437
Gen  50:	25773	341	456	13430
Gen  51:	25745	323	436	13496
Gen  52:	25742	306	423	13529
Gen  53:	25700	301	394	13605
Gen  54:	25680	292	366	13662
Gen  55:	25668	278	322	13732
Gen  56:	25730	243	296	13731
Gen  57:	25747	238	282	13733
Gen  58:	25779	224	289	13708
Gen  59:	25711	207	267	13815
Gen  60:	25826	195	255	13724
Gen  61:	25856	191	235	13718
Gen  62:	25891	188	227	13694
Gen  63:	25815	171	214	13800
Gen  64:	25820	173	203	13804
Gen  65:	25817	162	193	13828
Gen  66:	25866	154	175	13805
Gen  67:	25853	144	163	13840
Gen  68:	25849	137	160	13854
Gen  69:	25798	132	153	13917
Gen  70:	25792	129	152	13927
Gen  71:	25744	120	138	13998
Gen  72:	25738	120	130	14012
Gen  73:	25874	116	128	13882
Gen  74:	25908	99	122	13871
Gen  75:	25835	90	116	13959
Gen  76:	25779	88	109	14024
Gen  77:	25680	82	101	14137
Gen  78:	25773	83	97	14047
Gen  79:	25845	82	90	13983
Gen  80:	25856	74	89	13981
Gen  81:	25930	68	84	13918
Gen  82:	25823	64	77	14036
Gen  83:	25872	60	70	13998
Gen  84:	25925	56	73	13946
Gen  85:	25855	47	62	14036
Gen  86:	25883	46	56	14015
Gen  87:	25916	41	55	13988
Gen  88:	25885	40	52	14023
Gen  89:	25866	43	49	14042
Gen  90:	25724	40	46	14190
Gen  91:	25679	33	44	14244
Gen  92:	25731	32	41	14196
Gen  93:	25748	32	41	14179
Gen  94:	25656	31	38	14275
Gen  95:	25749	29	35	14187
Gen  96:	25763	27	40	14170
Gen  97:	25819	26	43	14112
Gen  98:	25807	24	42	14127
Gen  99:	25779	19	39	14163
Gen 100:	25785	15	39	14161
Gen 101:	25849	14	36	14101
Gen 102:	25802	14	37	14147
Gen 103:	25784	14	33	14169
Gen 104:	25800	13	35	14152
Gen 105:	25752	15	34	14199
Gen 106:	25778	16	32	14174
Gen 107:	25774	15	31	14180
Gen 108:	25673	12	24	14291
Gen 109:	25721	14	22	14243
Gen 110:	25742	15	21	14222
Gen 111:	25678	15	22	14285
Gen 112:	25640	15	25	14320
Gen 113:	25759	12	26	14203
Gen 114:	25721	8	24	14247
Gen 115:	25805	8	24	14163
Gen 116:	25719	12	21	14248
Gen 117:	25708	9	18	14265
Gen 118:	25754	7	20	14219
