Gen   0:	6615	6768	6586	6593	6613	6825
Gen   1:	8832	6354	6220	6105	6198	6291
Gen   2:	10637	6021	5925	5739	5819	5859
Gen   3:	11992	5815	5751	5403	5548	5491
Gen   4:	13222	5632	5514	5113	5325	5194
Gen   5:	14139	5474	5404	4897	5160	4926
Gen   6:	14932	5359	5335	4667	5056	4651
Gen   7:	15673	5258	5232	4518	4876	4443
Gen   8:	16286	5168	5168	4362	4772	4244
Gen   9:	16810	5090	5135	4187	4681	4097
Gen  10:	17301	5019	5101	4058	4581	3940
Gen  11:	17667	5025	5114	3906	4514	3774
Gen  12:	17956	4995	5123	3846	4467	3613
Gen  13:	18328	4947	5139	3707	4410	3469
Gen  14:	18581	4935	5165	3613	4331	3375
Gen  15:	18860	4899	5181	3552	4251	3257
Gen  16:	19123	4908	5179	3463	4203	3124
Gen  17:	19278	4890	5222	3406	4172	3032
Gen  18:	19473	4875	5232	3350	4131	2939
Gen  19:	19594	4873	5244	3317	4110	2862
Gen  20:	19818	4826	5254	3240	4066	2796
Gen  21:	19909	4784	5284	3198	4091	2734
Gen  22:	20063	4725	5285	3147	4097	2683
Gen  23:	20158	4764	5284	3089	4063	2642
Gen  24:	20246	4773	5319	3048	4034	2580
Gen  25:	20372	4748	5348	2999	4022	2511
Gen  26:	20495	4732	5376	2939	4003	2455
Gen  27:	20499	4723	5425	2928	3999	2426
Gen  28:	20583	4726	5463	2885	3980	2363
Gen  29:	20658	4685	5493	2871	3950	2343
Gen  30:	20737	4664	5512	2817	3954	2316
Gen  31:	20824	4662	5518	2789	3932	2275
Gen  32:	20902	4631	5538	2759	3930	2240
Gen  33:	20934	4618	5576	2729	3958	2185
Gen  34:	20975	4570	5608	2731	3950	2166
Gen  35:	21056	4543	5612	2703	3930	2156
Gen  36:	21071	4565	5633	2666	3941	2124
Gen  37:	21047	4567	5684	2636	3971	2095
Gen  38:	21056	4594	5717	2621	3950	2062
Gen  39:	21096	4578	5755	2613	3916	2042
Gen  40:	21123	4590	5770	2608	3874	2035
Gen  41:	21109	4594	5817	2585	3869	2026
Gen  42:	21117	4598	5847	2545	3870	2023
Gen  43:	21086	4577	5928	2548	3854	2007
Gen  44:	21118	4562	5958	2523	3839	2000
Gen  45:	21140	4562	5983	2523	3820	1972
Gen  46:	21163	4570	5983	2520	3811	1953
Gen  47:	21158	4571	6028	2490	3805	1948
Gen  48:	21207	4573	6040	2469	3788	1923
Gen  49:	21173	4604	6111	2448	3780	1884
Gen  50:	21258	4620	6096	2432	3741	1853
Gen  51:	21276	4618	6114	2410	3734	1848
Gen  52:	21304	4613	6147	2379	3733	1824
Gen  53:	21330	4615	6157	2355	3709	1834
Gen  54:	21244	4597	6231	2352	3727	1849
Gen  55:	21287	4558	6272	2344	3702	1837
Gen  56:	21271	4507	6306	2359	3714	1843
Gen  57:	21277	4520	6298	2358	3699	1848
Gen  58:	21350	4484	6294	2341	3688	1843
Gen  59:	21382	4481	6297	2315	3700	1825
Gen  60:	21430	4480	6301	2287	3692	1810
Gen  61:	21436	4492	6322	2285	3687	1778
Gen  62:	21496	4467	6297	2253	3707	1780
Gen  63:	21476	4459	6338	2246	3714	1767
Gen  64:	21472	4461	6349	2252	3708	1758
Gen  65:	21453	4484	6386	2247	3716	1714
Gen  66:	21462	4478	6412	2261	3679	1708
Gen  67:	21538	4442	6395	2257	3678	1690
Gen  68:	21525	4442	6399	2246	3698	1690
Gen  69:	21581	4409	6419	2240	3660	1691
Gen  70:	21598	4418	6400	2227	3685	1672
