Gen   0:	7969	7847	7939	8177	8068
Gen   1:	10138	7317	7537	7587	7421
Gen   2:	11837	6937	7272	7092	6862
Gen   3:	13231	6634	7074	6658	6403
Gen   4:	14291	6355	6997	6332	6025
Gen   5:	15248	6122	6883	6050	5697
Gen   6:	16030	5958	6833	5801	5378
Gen   7:	16620	5835	6804	5614	5127
Gen   8:	17113	5716	6829	5418	4924
Gen   9:	17485	5622	6872	5291	4730
Gen  10:	17881	5519	6900	5148	4552
Gen  11:	18329	5422	6891	4990	4368
Gen  12:	18673	5337	6880	4918	4192
Gen  13:	18916	5232	6948	4836	4068
Gen  14:	19115	5142	7009	4785	3949
Gen  15:	19297	5100	7103	4678	3822
Gen  16:	19481	5062	7160	4622	3675
Gen  17:	19675	4980	7228	4558	3559
Gen  18:	19853	4932	7257	4507	3451
Gen  19:	19982	4868	7313	4475	3362
Gen  20:	20061	4808	7417	4441	3273
Gen  21:	20111	4774	7453	4444	3218
Gen  22:	20246	4720	7486	4380	3168
Gen  23:	20349	4682	7519	4348	3102
Gen  24:	20468	4599	7615	4278	3040
Gen  25:	20639	4552	7628	4215	2966
Gen  26:	20765	4512	7637	4166	2920
Gen  27:	20863	4464	7694	4141	2838
Gen  28:	20875	4414	7755	4144	2812
Gen  29:	20890	4395	7803	4133	2779
Gen  30:	20934	4376	7820	4126	2744
Gen  31:	21039	4307	7842	4130	2682
Gen  32:	21060	4281	7893	4099	2667
Gen  33:	21091	4234	7960	4071	2644
Gen  34:	21140	4196	8002	4045	2617
Gen  35:	21102	4183	8074	4048	2593
Gen  36:	21076	4170	8113	4059	2582
Gen  37:	21043	4097	8262	4046	2552
Gen  38:	21033	4091	8290	4067	2519
Gen  39:	21019	4058	8368	4074	2481
Gen  40:	21026	4045	8358	4090	2481
Gen  41:	21091	4004	8402	4077	2426
Gen  42:	21061	3962	8447	4075	2455
Gen  43:	21083	3936	8478	4075	2428
Gen  44:	21065	3922	8491	4072	2450
Gen  45:	21076	3804	8591	4077	2452
Gen  46:	21077	3783	8617	4078	2445
Gen  47:	21153	3735	8636	4053	2423
Gen  48:	21148	3667	8701	4071	2413
Gen  49:	21176	3627	8680	4103	2414
Gen  50:	21198	3620	8649	4117	2416
Gen  51:	21270	3577	8643	4116	2394
Gen  52:	21319	3555	8626	4122	2378
Gen  53:	21296	3521	8661	4146	2376
Gen  54:	21316	3481	8677	4168	2358
Gen  55:	21346	3435	8707	4152	2360
Gen  56:	21280	3422	8758	4158	2382
Gen  57:	21281	3399	8765	4183	2372
Gen  58:	21310	3357	8773	4187	2373
Gen  59:	21294	3338	8814	4206	2348
Gen  60:	21340	3264	8817	4237	2342
Gen  61:	21310	3252	8848	4268	2322
Gen  62:	21281	3210	8873	4289	2347
Gen  63:	21279	3195	8889	4280	2357
Gen  64:	21281	3176	8914	4276	2353
Gen  65:	21245	3176	8942	4281	2356
Gen  66:	21265	3140	8964	4300	2331
Gen  67:	21216	3157	8965	4323	2339
Gen  68:	21231	3118	8963	4321	2367
Gen  69:	21242	3104	8965	4304	2385
Gen  70:	21280	3068	8962	4313	2377
Gen  71:	21325	3048	8920	4310	2397
Gen  72:	21330	3042	8902	4303	2423
Gen  73:	21298	3033	8904	4334	2431
Gen  74:	21316	3013	8886	4333	2452
Gen  75:	21311	2968	8879	4364	2478
Gen  76:	21336	2904	8857	4433	2470
Gen  77:	21364	2879	8852	4430	2475
Gen  78:	21315	2896	8870	4442	2477
Gen  79:	21330	2906	8819	4461	2484
Gen  80:	21347	2863	8805	4488	2497
Gen  81:	21309	2871	8793	4507	2520
Gen  82:	21306	2871	8820	4493	2510
Gen  83:	21335	2836	8864	4484	2481
Gen  84:	21297	2836	8870	4515	2482
Gen  85:	21334	2777	8857	4551	2481
Gen  86:	21322	2776	8850	4600	2452
Gen  87:	21343	2715	8870	4636	2436
Gen  88:	21339	2721	8827	4652	2461
Gen  89:	21376	2699	8776	4675	2474
Gen  90:	21386	2695	8744	4698	2477
Gen  91:	21381	2642	8776	4710	2491
Gen  92:	21393	2615	8768	4708	2516
Gen  93:	21401	2604	8746	4703	2546
Gen  94:	21371	2609	8693	4754	2573
Gen  95:	21363	2596	8696	4789	2556
Gen  96:	21303	2578	8731	4840	2548
Gen  97:	21298	2583	8705	4861	2553
Gen  98:	21331	2553	8676	4859	2581
Gen  99:	21381	2553	8596	4880	2590
Gen 100:	21348	2534	8603	4913	2602
Gen 101:	21265	2529	8621	4954	2631
Gen 102:	21288	2523	8581	4967	2641
Gen 103:	21366	2502	8570	4932	2630
Gen 104:	21423	2517	8541	4890	2629
Gen 105:	21407	2470	8534	4910	2679
Gen 106:	21384	2456	8515	4935	2710
Gen 107:	21438	2430	8512	4934	2686
Gen 108:	21403	2437	8512	4933	2715
Gen 109:	21361	2413	8541	4969	2716
Gen 110:	21367	2401	8535	4981	2716
Gen 111:	21247	2367	8640	5028	2718
Gen 112:	21251	2336	8646	5043	2724
Gen 113:	21261	2316	8642	5063	2718
Gen 114:	21235	2306	8593	5137	2729
Gen 115:	21208	2293	8592	5162	2745
Gen 116:	21245	2243	8581	5172	2759
Gen 117:	21207	2261	8597	5147	2788
Gen 118:	21249	2252	8545	5168	2786
Gen 119:	21222	2243	8565	5174	2796
Gen 120:	21173	2242	8564	5190	2831
Gen 121:	21095	2224	8611	5242	2828
Gen 122:	21150	2204	8586	5209	2851
Gen 123:	21144	2207	8610	5208	2831
Gen 124:	21144	2207	8585	5207	2857
Gen 125:	21129	2172	8596	5224	2879
Gen 126:	21146	2157	8577	5251	2869
Gen 127:	21163	2154	8542	5261	2880
Gen 128:	21135	2146	8561	5282	2876
