Gen   0:	7924	7951	7930	8049	8146
Gen   1:	10136	7431	7508	7486	7439
Gen   2:	11842	7071	7187	6997	6903
Gen   3:	13168	6806	6921	6642	6463
Gen   4:	14289	6577	6770	6295	6069
Gen   5:	15189	6412	6654	6019	5726
Gen   6:	15995	6227	6562	5798	5418
Gen   7:	16647	6159	6489	5600	5105
Gen   8:	17244	6071	6473	5374	4838
Gen   9:	17712	5949	6483	5212	4644
Gen  10:	18111	5902	6492	5054	4441
Gen  11:	18422	5842	6513	4956	4267
Gen  12:	18720	5786	6563	4819	4112
Gen  13:	19047	5694	6587	4719	3953
Gen  14:	19276	5652	6679	4545	3848
Gen  15:	19511	5593	6699	4450	3747
Gen  16:	19755	5532	6740	4379	3594
Gen  17:	19927	5491	6780	4305	3497
Gen  18:	20048	5454	6812	4256	3430
Gen  19:	20209	5401	6842	4193	3355
Gen  20:	20270	5376	6885	4167	3302
Gen  21:	20387	5342	6954	4098	3219
Gen  22:	20530	5318	7003	4021	3128
Gen  23:	20587	5293	7040	3989	3091
Gen  24:	20703	5279	7037	3956	3025
Gen  25:	20748	5232	7135	3935	2950
Gen  26:	20804	5204	7181	3900	2911
Gen  27:	20856	5153	7229	3897	2865
Gen  28:	20882	5119	7271	3864	2864
Gen  29:	20875	5094	7382	3844	2805
Gen  30:	20904	5083	7418	3835	2760
Gen  31:	20931	5031	7446	3842	2750
Gen  32:	21001	4995	7485	3816	2703
Gen  33:	21039	4959	7525	3807	2670
Gen  34:	21102	4943	7554	3766	2635
Gen  35:	21160	4894	7625	3742	2579
Gen  36:	21244	4866	7627	3697	2566
Gen  37:	21324	4843	7633	3670	2530
Gen  38:	21318	4820	7730	3634	2498
Gen  39:	21365	4742	7789	3612	2492
Gen  40:	21433	4720	7823	3572	2452
Gen  41:	21493	4668	7814	3588	2437
Gen  42:	21565	4630	7826	3585	2394
Gen  43:	21568	4621	7872	3559	2380
Gen  44:	21605	4565	7929	3552	2349
Gen  45:	21626	4530	7961	3553	2330
Gen  46:	21535	4520	8056	3557	2332
Gen  47:	21507	4484	8107	3557	2345
Gen  48:	21538	4454	8146	3539	2323
Gen  49:	21451	4499	8193	3537	2320
Gen  50:	21529	4438	8158	3581	2294
Gen  51:	21487	4404	8240	3606	2263
Gen  52:	21454	4386	8295	3607	2258
Gen  53:	21423	4349	8320	3643	2265
Gen  54:	21568	4304	8260	3644	2224
Gen  55:	21530	4304	8311	3650	2205
Gen  56:	21562	4287	8326	3633	2192
Gen  57:	21560	4268	8311	3655	2206
Gen  58:	21583	4262	8292	3657	2206
Gen  59:	21515	4308	8290	3658	2229
Gen  60:	21593	4238	8259	3687	2223
Gen  61:	21670	4180	8225	3717	2208
Gen  62:	21659	4160	8284	3709	2188
Gen  63:	21673	4133	8307	3706	2181
Gen  64:	21687	4081	8329	3712	2191
Gen  65:	21681	4067	8346	3705	2201
Gen  66:	21536	4108	8416	3749	2191
Gen  67:	21585	4053	8412	3756	2194
Gen  68:	21554	4074	8422	3755	2195
Gen  69:	21551	4052	8424	3753	2220
Gen  70:	21526	4092	8401	3769	2212
Gen  71:	21540	4067	8407	3784	2202
Gen  72:	21522	4066	8420	3789	2203
Gen  73:	21462	4060	8438	3827	2213
Gen  74:	21428	4001	8463	3891	2217
