Gen   0:	10087	9946	9962	10005
Gen   1:	14854	8078	8316	8752
Gen   2:	17530	6907	7424	8139
Gen   3:	19230	6025	6850	7895
Gen   4:	20443	5412	6417	7728
Gen   5:	21174	4902	6090	7834
Gen   6:	21736	4498	5787	7979
Gen   7:	22194	4101	5582	8123
Gen   8:	22561	3797	5355	8287
Gen   9:	22703	3566	5270	8461
Gen  10:	22886	3349	5025	8740
Gen  11:	23054	3163	4844	8939
Gen  12:	23109	2989	4742	9160
Gen  13:	23233	2784	4614	9369
Gen  14:	23212	2679	4456	9653
Gen  15:	23244	2532	4346	9878
Gen  16:	23360	2368	4133	10139
Gen  17:	23332	2251	4026	10391
Gen  18:	23391	2138	3938	10533
Gen  19:	23464	2004	3827	10705
Gen  20:	23465	1899	3740	10896
Gen  21:	23566	1786	3627	11021
Gen  22:	23488	1708	3497	11307
Gen  23:	23475	1616	3401	11508
Gen  24:	23503	1540	3309	11648
Gen  25:	23498	1456	3208	11838
Gen  26:	23457	1363	3169	12011
Gen  27:	23398	1304	3085	12213
Gen  28:	23356	1250	3030	12364
Gen  29:	23377	1153	2983	12487
Gen  30:	23362	1116	2885	12637
Gen  31:	23305	1068	2811	12816
Gen  32:	23287	1001	2705	13007
Gen  33:	23187	975	2603	13235
Gen  34:	23214	969	2533	13284
Gen  35:	23211	913	2476	13400
Gen  36:	23216	867	2394	13523
Gen  37:	23155	841	2357	13647
Gen  38:	23141	799	2257	13803
Gen  39:	23146	774	2170	13910
Gen  40:	23045	751	2147	14057
Gen  41:	23026	699	2087	14188
Gen  42:	23075	688	2047	14190
Gen  43:	23112	651	1983	14254
Gen  44:	23020	627	1945	14408
Gen  45:	23126	625	1870	14379
Gen  46:	23146	608	1796	14450
Gen  47:	23046	583	1744	14627
Gen  48:	23013	560	1687	14740
Gen  49:	23131	516	1630	14723
Gen  50:	23015	499	1612	14874
Gen  51:	23135	474	1580	14811
Gen  52:	23096	450	1558	14896
Gen  53:	22947	440	1498	15115
Gen  54:	22900	418	1416	15266
Gen  55:	22897	393	1358	15352
Gen  56:	22890	385	1322	15403
Gen  57:	22819	366	1287	15528
Gen  58:	22790	353	1247	15610
Gen  59:	22774	339	1202	15685
Gen  60:	22748	329	1190	15733
Gen  61:	22631	323	1172	15874
Gen  62:	22598	321	1153	15928
Gen  63:	22563	309	1132	15996
Gen  64:	22563	294	1070	16073
Gen  65:	22599	303	1024	16074
Gen  66:	22522	300	999	16179
Gen  67:	22525	309	990	16176
Gen  68:	22553	288	934	16225
Gen  69:	22649	277	895	16179
Gen  70:	22623	258	863	16256
Gen  71:	22610	262	847	16281
Gen  72:	22596	248	799	16357
Gen  73:	22605	243	791	16361
Gen  74:	22644	230	779	16347
Gen  75:	22602	215	758	16425
Gen  76:	22618	200	715	16467
Gen  77:	22572	193	694	16541
Gen  78:	22607	197	667	16529
Gen  79:	22581	201	658	16560
Gen  80:	22586	204	659	16551
Gen  81:	22553	196	618	16633
Gen  82:	22610	188	607	16595
Gen  83:	22549	177	616	16658
Gen  84:	22445	162	581	16812
Gen  85:	22419	153	559	16869
Gen  86:	22428	147	550	16875
Gen  87:	22408	140	528	16924
Gen  88:	22509	123	521	16847
Gen  89:	22492	113	511	16884
Gen  90:	22529	111	506	16854
Gen  91:	22559	104	499	16838
Gen  92:	22562	97	489	16852
Gen  93:	22507	90	477	16926
Gen  94:	22528	83	472	16917
Gen  95:	22505	85	457	16953
Gen  96:	22456	82	438	17024
Gen  97:	22358	79	417	17146
Gen  98:	22296	76	398	17230
Gen  99:	22207	74	389	17330
Gen 100:	22213	66	382	17339
Gen 101:	22275	66	363	17296
Gen 102:	22281	70	349	17300
Gen 103:	22191	66	359	17384
Gen 104:	22121	63	360	17456
Gen 105:	22220	55	338	17387
Gen 106:	22344	50	315	17291
