Gen   0:	6730	6601	6569	6657	6618	6825
Gen   1:	9529	6037	6031	6050	6157	6196
Gen   2:	11627	5622	5629	5587	5789	5746
Gen   3:	13275	5314	5320	5155	5548	5388
Gen   4:	14605	5045	5089	4770	5399	5092
Gen   5:	15662	4806	4885	4493	5294	4860
Gen   6:	16507	4575	4699	4267	5239	4713
Gen   7:	17171	4413	4600	4032	5198	4586
Gen   8:	17818	4231	4506	3865	5128	4452
Gen   9:	18301	4104	4421	3689	5147	4338
Gen  10:	18654	4012	4316	3541	5223	4254
Gen  11:	19055	3892	4220	3418	5241	4174
Gen  12:	19428	3842	4114	3268	5275	4073
Gen  13:	19591	3780	4079	3169	5349	4032
Gen  14:	19855	3672	4013	3091	5381	3988
Gen  15:	20089	3585	3997	2982	5365	3982
Gen  16:	20254	3533	3955	2907	5374	3977
Gen  17:	20446	3477	3891	2821	5390	3975
Gen  18:	20643	3396	3869	2734	5422	3936
Gen  19:	20809	3330	3867	2638	5442	3914
Gen  20:	20945	3253	3863	2555	5478	3906
Gen  21:	20954	3212	3837	2542	5506	3949
Gen  22:	21089	3136	3800	2501	5526	3948
Gen  23:	21132	3061	3816	2429	5607	3955
Gen  24:	21321	3005	3759	2345	5623	3947
Gen  25:	21449	2943	3726	2279	5678	3925
Gen  26:	21425	2921	3770	2207	5730	3947
Gen  27:	21514	2832	3721	2177	5788	3968
Gen  28:	21567	2795	3730	2136	5808	3964
Gen  29:	21624	2710	3725	2095	5849	3997
Gen  30:	21621	2705	3730	2086	5858	4000
Gen  31:	21660	2676	3687	2049	5887	4041
Gen  32:	21832	2643	3652	1986	5877	4010
Gen  33:	21839	2580	3648	1939	5977	4017
Gen  34:	21827	2573	3611	1919	6031	4039
Gen  35:	21832	2520	3600	1878	6086	4084
Gen  36:	21867	2473	3576	1848	6130	4106
Gen  37:	21855	2476	3526	1812	6167	4164
Gen  38:	21878	2438	3547	1758	6227	4152
Gen  39:	21894	2401	3530	1731	6276	4168
Gen  40:	21980	2378	3491	1700	6267	4184
Gen  41:	22019	2333	3463	1673	6346	4166
Gen  42:	22046	2300	3422	1644	6387	4201
Gen  43:	22106	2239	3403	1617	6413	4222
Gen  44:	22062	2199	3365	1617	6481	4276
Gen  45:	22143	2193	3344	1611	6438	4271
Gen  46:	22186	2159	3296	1574	6501	4284
Gen  47:	22162	2115	3261	1573	6581	4308
Gen  48:	22183	2086	3244	1545	6615	4327
Gen  49:	22244	2080	3219	1518	6597	4342
Gen  50:	22211	2063	3178	1504	6656	4388
Gen  51:	22171	2032	3170	1496	6710	4421
Gen  52:	22220	1989	3165	1469	6744	4413
Gen  53:	22241	1959	3108	1469	6806	4417
Gen  54:	22177	1945	3093	1439	6863	4483
Gen  55:	22257	1903	3061	1423	6899	4457
Gen  56:	22231	1892	3048	1412	6937	4480
Gen  57:	22224	1864	3007	1391	6965	4549
Gen  58:	22223	1812	2991	1383	7040	4551
Gen  59:	22248	1802	2946	1385	7023	4596
Gen  60:	22297	1789	2936	1368	7029	4581
Gen  61:	22374	1749	2905	1348	7063	4561
Gen  62:	22356	1699	2877	1342	7156	4570
Gen  63:	22396	1674	2846	1329	7169	4586
Gen  64:	22323	1639	2814	1311	7214	4699
Gen  65:	22358	1600	2801	1285	7239	4717
Gen  66:	22447	1547	2756	1266	7258	4726
Gen  67:	22480	1539	2719	1243	7283	4736
Gen  68:	22423	1549	2702	1218	7377	4731
Gen  69:	22448	1531	2670	1211	7391	4749
Gen  70:	22429	1511	2651	1190	7417	4802
Gen  71:	22366	1511	2621	1165	7472	4865
Gen  72:	22356	1474	2605	1158	7512	4895
Gen  73:	22381	1438	2580	1145	7535	4921
Gen  74:	22346	1422	2546	1123	7603	4960
Gen  75:	22373	1375	2517	1107	7652	4976
Gen  76:	22389	1375	2503	1119	7657	4957
Gen  77:	22403	1377	2478	1110	7683	4949
Gen  78:	22388	1349	2439	1094	7697	5033
Gen  79:	22444	1324	2402	1074	7713	5043
Gen  80:	22383	1311	2388	1058	7768	5092
Gen  81:	22346	1312	2370	1047	7831	5094
Gen  82:	22321	1293	2354	1042	7866	5124
Gen  83:	22387	1264	2308	1024	7918	5099
Gen  84:	22377	1246	2275	1012	7992	5098
Gen  85:	22341	1221	2254	1008	8029	5147
Gen  86:	22396	1185	2220	976	8043	5180
Gen  87:	22507	1147	2195	977	8033	5141
Gen  88:	22536	1144	2149	969	8063	5139
Gen  89:	22559	1125	2148	945	8061	5162
Gen  90:	22508	1094	2156	914	8127	5201
Gen  91:	22530	1085	2107	899	8157	5222
Gen  92:	22590	1044	2089	862	8175	5240
Gen  93:	22596	1029	2038	850	8199	5288
Gen  94:	22706	1007	1974	823	8191	5299
Gen  95:	22746	978	1964	827	8177	5308
Gen  96:	22650	977	1960	824	8225	5364
Gen  97:	22613	955	1925	817	8328	5362
Gen  98:	22665	939	1899	806	8357	5334
Gen  99:	22705	924	1863	797	8347	5364
Gen 100:	22652	934	1848	794	8362	5410
Gen 101:	22746	921	1833	795	8342	5363
Gen 102:	22730	925	1811	789	8362	5383
Gen 103:	22749	908	1773	787	8392	5391
Gen 104:	22716	889	1743	783	8457	5412
Gen 105:	22802	869	1743	768	8434	5384
Gen 106:	22777	855	1717	754	8494	5403
Gen 107:	22720	824	1701	759	8505	5491
Gen 108:	22635	810	1679	756	8563	5557
Gen 109:	22645	793	1652	770	8595	5545
Gen 110:	22616	794	1637	757	8697	5499
Gen 111:	22570	789	1636	757	8726	5522
Gen 112:	22536	749	1649	746	8827	5493
Gen 113:	22558	742	1611	722	8861	5506
Gen 114:	22572	725	1582	727	8845	5549
Gen 115:	22540	704	1558	697	8902	5599
Gen 116:	22547	706	1529	683	8959	5576
Gen 117:	22496	687	1513	683	8962	5659
Gen 118:	22544	681	1502	663	8934	5676
Gen 119:	22568	676	1470	662	8953	5671
Gen 120:	22608	674	1428	640	8936	5714
Gen 121:	22582	662	1424	630	8965	5737
Gen 122:	22614	650	1390	610	8954	5782
Gen 123:	22572	628	1363	621	9005	5811
Gen 124:	22583	603	1344	607	9076	5787
Gen 125:	22574	598	1336	597	9094	5801
Gen 126:	22685	606	1295	596	9067	5751
Gen 127:	22693	615	1274	605	9100	5713
Gen 128:	22612	614	1263	582	9173	5756
Gen 129:	22728	599	1247	549	9141	5736
Gen 130:	22652	598	1241	547	9152	5810
Gen 131:	22605	578	1255	531	9191	5840
Gen 132:	22582	564	1224	524	9174	5932
Gen 133:	22509	565	1224	522	9258	5922
Gen 134:	22531	561	1215	505	9288	5900
Gen 135:	22559	560	1188	501	9298	5894
Gen 136:	22530	541	1185	496	9324	5924
Gen 137:	22609	529	1160	486	9283	5933
Gen 138:	22570	538	1150	477	9341	5924
Gen 139:	22497	525	1130	464	9396	5988
Gen 140:	22561	513	1117	465	9356	5988
Gen 141:	22562	512	1122	453	9389	5962
Gen 142:	22528	491	1114	449	9405	6013
Gen 143:	22566	484	1086	431	9408	6025
Gen 144:	22558	473	1079	445	9434	6011
Gen 145:	22627	464	1054	432	9434	5989
Gen 146:	22700	452	1033	432	9391	5992
Gen 147:	22701	439	1003	439	9457	5961
Gen 148:	22723	424	983	434	9410	6026
Gen 149:	22786	429	969	416	9382	6018
Gen 150:	22658	421	952	411	9463	6095
Gen 151:	22683	419	944	392	9436	6126
Gen 152:	22703	408	939	403	9400	6147
Gen 153:	22759	407	920	393	9391	6130
Gen 154:	22797	400	884	375	9403	6141
Gen 155:	22773	397	866	358	9408	6198
Gen 156:	22845	399	845	353	9369	6189
Gen 157:	22761	394	826	341	9453	6225
Gen 158:	22741	382	837	332	9480	6228
Gen 159:	22763	372	833	333	9471	6228
Gen 160:	22846	365	808	337	9469	6175
Gen 161:	22829	364	796	332	9453	6226
Gen 162:	22725	356	797	331	9549	6242
Gen 163:	22714	350	783	318	9577	6258
Gen 164:	22759	343	768	310	9592	6228
Gen 165:	22735	347	771	296	9643	6208
Gen 166:	22738	348	752	295	9658	6209
Gen 167:	22705	341	751	287	9648	6268
Gen 168:	22712	333	729	282	9707	6237
