Gen   0:	6609	6607	6601	6775	6639	6769
Gen   1:	8506	6244	6255	6337	6303	6355
Gen   2:	10061	5976	5993	5960	6010	6000
Gen   3:	11393	5772	5765	5655	5759	5656
Gen   4:	12409	5656	5554	5407	5592	5382
Gen   5:	13340	5519	5396	5169	5434	5142
Gen   6:	14209	5386	5237	4965	5289	4914
Gen   7:	14903	5322	5102	4790	5185	4698
Gen   8:	15512	5267	5002	4631	5085	4503
Gen   9:	16100	5163	4943	4462	4999	4333
Gen  10:	16522	5120	4900	4353	4914	4191
Gen  11:	16898	5060	4850	4247	4879	4066
Gen  12:	17246	4992	4809	4142	4845	3966
Gen  13:	17646	4959	4743	4039	4747	3866
Gen  14:	17896	4964	4719	3958	4729	3734
Gen  15:	18164	4942	4689	3863	4690	3652
Gen  16:	18394	4910	4697	3764	4681	3554
Gen  17:	18639	4883	4651	3692	4650	3485
Gen  18:	18845	4838	4611	3617	4654	3435
Gen  19:	19028	4859	4575	3546	4631	3361
Gen  20:	19211	4874	4533	3467	4624	3291
Gen  21:	19357	4868	4532	3401	4624	3218
Gen  22:	19509	4878	4508	3331	4617	3157
Gen  23:	19663	4891	4491	3267	4589	3099
Gen  24:	19753	4868	4501	3219	4606	3053
Gen  25:	19821	4861	4502	3175	4618	3023
Gen  26:	19901	4856	4515	3128	4616	2984
Gen  27:	19902	4902	4515	3098	4645	2938
Gen  28:	20004	4932	4522	3043	4607	2892
Gen  29:	20129	4889	4515	3002	4601	2864
Gen  30:	20321	4862	4492	2975	4530	2820
Gen  31:	20433	4843	4474	2930	4517	2803
Gen  32:	20499	4839	4474	2871	4555	2762
Gen  33:	20547	4850	4478	2840	4546	2739
Gen  34:	20578	4838	4492	2804	4587	2701
Gen  35:	20670	4826	4482	2742	4578	2702
Gen  36:	20685	4827	4514	2707	4585	2682
Gen  37:	20679	4839	4538	2692	4598	2654
Gen  38:	20688	4853	4539	2693	4587	2640
Gen  39:	20711	4831	4547	2663	4617	2631
Gen  40:	20734	4805	4548	2642	4641	2630
Gen  41:	20763	4803	4595	2622	4618	2599
Gen  42:	20724	4821	4603	2605	4671	2576
Gen  43:	20809	4795	4608	2537	4692	2559
Gen  44:	20802	4852	4611	2510	4672	2553
Gen  45:	20852	4837	4604	2490	4661	2556
Gen  46:	20810	4828	4658	2480	4669	2555
Gen  47:	20847	4820	4640	2459	4674	2560
Gen  48:	20851	4833	4655	2431	4687	2543
Gen  49:	20875	4830	4694	2414	4678	2509
Gen  50:	20870	4845	4703	2399	4691	2492
Gen  51:	20960	4825	4698	2374	4697	2446
Gen  52:	20950	4850	4700	2370	4704	2426
Gen  53:	21041	4812	4693	2347	4697	2410
Gen  54:	21089	4804	4704	2313	4700	2390
Gen  55:	21117	4818	4709	2287	4690	2379
Gen  56:	21140	4825	4711	2259	4720	2345
Gen  57:	21180	4839	4697	2246	4715	2323
Gen  58:	21087	4861	4745	2237	4731	2339
Gen  59:	21055	4858	4763	2234	4751	2339
Gen  60:	21033	4882	4757	2222	4772	2334
Gen  61:	21053	4880	4779	2207	4763	2318
Gen  62:	20984	4891	4825	2192	4786	2322
Gen  63:	21043	4894	4831	2160	4751	2321
Gen  64:	21096	4886	4816	2110	4787	2305
Gen  65:	21174	4868	4805	2091	4759	2303
Gen  66:	21191	4856	4804	2066	4776	2307
Gen  67:	21208	4825	4808	2060	4803	2296
Gen  68:	21249	4817	4820	2025	4804	2285
Gen  69:	21303	4816	4829	1997	4779	2276
Gen  70:	21369	4762	4812	1998	4794	2265
Gen  71:	21388	4770	4808	1985	4772	2277
Gen  72:	21353	4788	4819	1969	4793	2278
Gen  73:	21356	4813	4824	1953	4790	2264
Gen  74:	21257	4863	4837	1964	4825	2254
Gen  75:	21299	4871	4824	1959	4828	2219
Gen  76:	21358	4851	4818	1953	4809	2211
Gen  77:	21335	4847	4821	1935	4825	2237
Gen  78:	21302	4860	4851	1927	4833	2227
Gen  79:	21274	4873	4870	1914	4838	2231
Gen  80:	21273	4847	4882	1884	4873	2241
Gen  81:	21228	4872	4926	1882	4846	2246
Gen  82:	21330	4847	4903	1865	4838	2217
Gen  83:	21311	4854	4907	1852	4843	2233
Gen  84:	21234	4889	4898	1860	4858	2261
Gen  85:	21266	4855	4919	1861	4839	2260
Gen  86:	21249	4848	4925	1848	4846	2284
Gen  87:	21275	4815	4953	1852	4807	2298
Gen  88:	21302	4792	4967	1811	4824	2304
Gen  89:	21228	4804	4992	1830	4873	2273
Gen  90:	21229	4832	5015	1793	4846	2285
Gen  91:	21269	4796	5019	1792	4821	2303
Gen  92:	21238	4760	5051	1795	4846	2310
Gen  93:	21248	4756	5056	1785	4851	2304
Gen  94:	21173	4775	5095	1800	4840	2317
Gen  95:	21124	4789	5105	1791	4871	2320
Gen  96:	21130	4784	5078	1786	4906	2316
Gen  97:	21087	4829	5093	1789	4893	2309
Gen  98:	21114	4863	5075	1785	4877	2286
Gen  99:	21189	4853	5058	1763	4857	2280
Gen 100:	21183	4891	5065	1762	4828	2271
Gen 101:	21208	4881	5054	1762	4820	2275
Gen 102:	21215	4882	5036	1753	4850	2264
Gen 103:	21232	4860	5043	1744	4871	2250
Gen 104:	21285	4838	5037	1720	4845	2275
Gen 105:	21317	4840	5005	1731	4831	2276
Gen 106:	21312	4791	5024	1736	4868	2269
Gen 107:	21292	4825	5025	1723	4881	2254
Gen 108:	21311	4826	5012	1728	4872	2251
Gen 109:	21319	4791	5049	1719	4846	2276
Gen 110:	21299	4813	5061	1706	4831	2290
Gen 111:	21224	4834	5053	1732	4873	2284
Gen 112:	21200	4841	5062	1713	4901	2283
Gen 113:	21153	4877	5095	1708	4891	2276
Gen 114:	21152	4871	5101	1713	4871	2292
Gen 115:	21192	4894	5086	1705	4867	2256
Gen 116:	21185	4877	5071	1710	4876	2281
Gen 117:	21190	4904	5049	1689	4896	2272
Gen 118:	21190	4907	5052	1681	4906	2264
Gen 119:	21183	4928	5050	1672	4890	2277
Gen 120:	21183	4935	5020	1673	4907	2282
Gen 121:	21212	4932	4998	1672	4907	2279
Gen 122:	21189	4948	5013	1647	4900	2303
Gen 123:	21182	4965	4992	1658	4895	2308
Gen 124:	21161	4995	5024	1647	4893	2280
Gen 125:	21171	4976	5064	1630	4884	2275
Gen 126:	21175	4967	5070	1641	4877	2270
Gen 127:	21118	5019	5073	1647	4870	2273
Gen 128:	21155	4991	5088	1651	4842	2273
Gen 129:	21269	4953	5053	1627	4824	2274
Gen 130:	21387	4930	4986	1635	4813	2249
Gen 131:	21372	4948	4971	1617	4817	2275
Gen 132:	21413	4971	4950	1599	4784	2283
Gen 133:	21401	4987	4941	1612	4780	2279
Gen 134:	21336	4999	4972	1590	4801	2302
Gen 135:	21307	5033	4972	1561	4828	2299
Gen 136:	21264	5038	4995	1544	4846	2313
Gen 137:	21228	5048	4993	1546	4848	2337
Gen 138:	21208	5049	5007	1558	4852	2326
Gen 139:	21219	5065	4974	1556	4867	2319
Gen 140:	21235	5012	5004	1555	4863	2331
Gen 141:	21231	5021	4986	1554	4873	2335
Gen 142:	21197	5038	4997	1548	4882	2338
Gen 143:	21131	5073	5005	1564	4888	2339
Gen 144:	21165	5053	4990	1569	4885	2338
Gen 145:	21207	5010	4984	1567	4908	2324
Gen 146:	21238	5022	4940	1556	4935	2309
Gen 147:	21279	5047	4889	1550	4935	2300
Gen 148:	21294	5056	4879	1526	4935	2310
Gen 149:	21292	5054	4893	1512	4924	2325
Gen 150:	21335	5051	4875	1507	4900	2332
Gen 151:	21365	5006	4915	1486	4910	2318
Gen 152:	21383	4971	4912	1501	4929	2304
Gen 153:	21450	4936	4901	1489	4935	2289
Gen 154:	21337	4972	4941	1472	4955	2323
Gen 155:	21321	4952	4969	1471	4966	2321
Gen 156:	21359	4934	4987	1474	4935	2311
Gen 157:	21358	4924	5006	1471	4939	2302
Gen 158:	21438	4875	4995	1472	4924	2296
Gen 159:	21488	4854	4979	1462	4935	2282
Gen 160:	21492	4877	4983	1461	4913	2274
Gen 161:	21499	4859	4982	1458	4929	2273
Gen 162:	21470	4867	5009	1472	4921	2261
Gen 163:	21429	4883	5012	1481	4912	2283
Gen 164:	21453	4865	5018	1484	4896	2284
Gen 165:	21363	4904	5007	1477	4952	2297
Gen 166:	21358	4882	5019	1483	4976	2282
Gen 167:	21338	4951	4996	1485	4942	2288
Gen 168:	21351	4900	5008	1472	4967	2302
Gen 169:	21294	4910	5022	1494	4970	2310
Gen 170:	21265	4879	5039	1491	5002	2324
Gen 171:	21349	4829	5049	1475	4974	2324
Gen 172:	21392	4822	5059	1464	4928	2335
Gen 173:	21365	4836	5056	1467	4936	2340
Gen 174:	21293	4877	5066	1480	4944	2340
Gen 175:	21260	4921	5073	1460	4941	2345
Gen 176:	21316	4885	5071	1448	4926	2354
Gen 177:	21388	4870	5047	1457	4880	2358
Gen 178:	21329	4852	5088	1452	4904	2375
Gen 179:	21346	4864	5087	1457	4894	2352
Gen 180:	21310	4870	5082	1455	4923	2360
Gen 181:	21273	4901	5057	1452	4942	2375
Gen 182:	21219	4930	5084	1431	4956	2380
Gen 183:	21237	4929	5081	1413	4969	2371
Gen 184:	21220	4931	5098	1405	4988	2358
Gen 185:	21257	4926	5077	1425	4989	2326
Gen 186:	21268	4945	5062	1397	5026	2302
Gen 187:	21267	4944	5033	1405	5056	2295
Gen 188:	21349	4929	5010	1391	5059	2262
Gen 189:	21298	4920	5013	1401	5098	2270
Gen 190:	21328	4898	5031	1374	5079	2290
Gen 191:	21332	4901	5046	1372	5083	2266
Gen 192:	21363	4894	5060	1366	5048	2269
Gen 193:	21388	4852	5057	1368	5051	2284
Gen 194:	21395	4850	5043	1366	5068	2278
Gen 195:	21371	4864	5067	1361	5051	2286
Gen 196:	21393	4876	5039	1380	5023	2289
Gen 197:	21398	4861	5099	1363	5000	2279
Gen 198:	21463	4858	5076	1364	4971	2268
Gen 199:	21405	4868	5094	1362	4985	2286
Gen 200:	21453	4830	5062	1364	5000	2291
Gen 201:	21412	4820	5084	1366	5031	2287
Gen 202:	21382	4830	5115	1372	5013	2288
Gen 203:	21365	4880	5119	1374	4973	2289
Gen 204:	21284	4899	5129	1379	4993	2316
Gen 205:	21331	4894	5124	1368	4956	2327
Gen 206:	21368	4857	5115	1373	4974	2313
Gen 207:	21318	4892	5120	1369	4987	2314
Gen 208:	21326	4864	5139	1363	4975	2333
Gen 209:	21439	4822	5102	1351	4951	2335
Gen 210:	21479	4794	5109	1350	4927	2341
Gen 211:	21470	4801	5114	1347	4918	2350
Gen 212:	21534	4791	5091	1346	4907	2331
Gen 213:	21497	4827	5074	1345	4942	2315
Gen 214:	21503	4849	5100	1364	4885	2299
Gen 215:	21483	4871	5071	1363	4915	2297
Gen 216:	21497	4843	5079	1372	4901	2308
Gen 217:	21482	4821	5104	1362	4924	2307
Gen 218:	21550	4779	5094	1366	4896	2315
Gen 219:	21498	4809	5127	1385	4873	2308
Gen 220:	21572	4799	5093	1376	4861	2299
Gen 221:	21440	4817	5131	1373	4903	2336
Gen 222:	21512	4768	5093	1376	4912	2339
Gen 223:	21446	4787	5116	1378	4917	2356
Gen 224:	21442	4777	5094	1389	4922	2376
Gen 225:	21465	4775	5083	1396	4917	2364
Gen 226:	21440	4798	5074	1405	4908	2375
Gen 227:	21330	4862	5065	1416	4927	2400
Gen 228:	21456	4789	5053	1412	4920	2370
Gen 229:	21399	4782	5072	1422	4949	2376
Gen 230:	21364	4789	5093	1417	4985	2352
Gen 231:	21383	4801	5078	1435	4946	2357
Gen 232:	21310	4834	5096	1438	4940	2382
Gen 233:	21395	4822	5077	1424	4917	2365
Gen 234:	21401	4850	5080	1408	4883	2378
Gen 235:	21385	4830	5068	1416	4914	2387
Gen 236:	21383	4834	5048	1409	4935	2391
Gen 237:	21297	4845	5060	1421	4956	2421
Gen 238:	21288	4853	5040	1421	4961	2437
Gen 239:	21327	4821	5039	1398	4965	2450
Gen 240:	21336	4768	5063	1413	4952	2468
Gen 241:	21367	4772	5076	1396	4926	2463
Gen 242:	21364	4774	5041	1417	4939	2465
Gen 243:	21374	4771	5030	1420	4954	2451
Gen 244:	21346	4752	5057	1414	4973	2458
Gen 245:	21355	4751	5049	1432	4975	2438
Gen 246:	21309	4722	5068	1463	4992	2446
Gen 247:	21385	4731	5039	1449	4965	2431
Gen 248:	21345	4741	5046	1475	4971	2422
Gen 249:	21295	4792	5034	1468	4951	2460
Gen 250:	21291	4781	5022	1456	4970	2480
Gen 251:	21295	4794	5022	1460	4976	2453
Gen 252:	21286	4809	5019	1463	4982	2441
Gen 253:	21273	4804	5034	1462	4979	2448
Gen 254:	21209	4803	5079	1473	5002	2434
Gen 255:	21204	4836	5071	1438	5028	2423
Gen 256:	21164	4830	5080	1431	5035	2460
Gen 257:	21164	4848	5076	1434	5032	2446
Gen 258:	21229	4819	5082	1442	4989	2439
Gen 259:	21185	4835	5079	1435	5029	2437
Gen 260:	21136	4850	5080	1437	5057	2440
Gen 261:	21149	4830	5105	1448	5057	2411
Gen 262:	21213	4815	5078	1436	5058	2400
Gen 263:	21173	4816	5072	1446	5071	2422
Gen 264:	21135	4852	5091	1438	5041	2443
Gen 265:	21137	4846	5103	1443	5042	2429
Gen 266:	21151	4828	5111	1447	5042	2421
Gen 267:	21192	4793	5116	1436	5038	2425
Gen 268:	21162	4781	5131	1428	5064	2434
Gen 269:	21208	4787	5099	1431	5082	2393
Gen 270:	21248	4784	5093	1424	5067	2384
Gen 271:	21273	4775	5104	1427	5047	2374
Gen 272:	21219	4784	5133	1422	5055	2387
Gen 273:	21221	4745	5130	1418	5073	2413
Gen 274:	21201	4772	5130	1433	5065	2399
Gen 275:	21126	4805	5093	1461	5124	2391
Gen 276:	21134	4798	5072	1471	5128	2397
Gen 277:	21143	4809	5119	1441	5091	2397
Gen 278:	21205	4785	5092	1443	5083	2392
Gen 279:	21164	4786	5113	1451	5105	2381
Gen 280:	21168	4801	5113	1453	5090	2375
Gen 281:	21115	4822	5128	1461	5080	2394
Gen 282:	21034	4829	5144	1472	5125	2396
Gen 283:	21045	4843	5139	1454	5122	2397
Gen 284:	21033	4838	5149	1446	5136	2398
Gen 285:	21077	4791	5143	1447	5136	2406
Gen 286:	20980	4804	5183	1445	5178	2410
Gen 287:	20929	4832	5218	1427	5173	2421
Gen 288:	20944	4829	5187	1435	5166	2439
Gen 289:	21003	4829	5197	1412	5133	2426
Gen 290:	20952	4857	5221	1399	5143	2428
Gen 291:	20990	4856	5208	1378	5150	2418
Gen 292:	20982	4845	5167	1388	5172	2446
Gen 293:	21006	4878	5140	1382	5132	2462
Gen 294:	21068	4847	5139	1359	5145	2442
Gen 295:	21054	4886	5110	1359	5158	2433
Gen 296:	21080	4877	5081	1372	5163	2427
Gen 297:	21054	4876	5104	1370	5172	2424
Gen 298:	21053	4885	5074	1368	5182	2438
Gen 299:	21020	4907	5063	1363	5204	2443
Gen 300:	21044	4923	5035	1350	5195	2453
Gen 301:	21114	4901	5019	1353	5178	2435
Gen 302:	21065	4926	5017	1349	5206	2437
Gen 303:	21061	4924	5072	1350	5154	2439
Gen 304:	21035	4910	5094	1359	5170	2432
Gen 305:	21035	4929	5093	1357	5150	2436
Gen 306:	21052	4940	5072	1372	5150	2414
Gen 307:	21045	4938	5072	1384	5145	2416
Gen 308:	21064	4942	5070	1403	5116	2405
Gen 309:	21089	4925	5057	1409	5112	2408
Gen 310:	21043	4944	5053	1410	5145	2405
Gen 311:	21056	4917	5110	1411	5108	2398
Gen 312:	21138	4867	5103	1423	5076	2393
Gen 313:	21118	4886	5124	1429	5055	2388
Gen 314:	21107	4885	5134	1425	5045	2404
Gen 315:	21137	4848	5144	1410	5057	2404
Gen 316:	21115	4835	5170	1421	5053	2406
Gen 317:	21089	4851	5205	1420	5023	2412
Gen 318:	21126	4826	5189	1421	5033	2405
Gen 319:	21104	4834	5219	1434	5023	2386
Gen 320:	21098	4857	5208	1430	5037	2370
Gen 321:	21104	4838	5162	1439	5068	2389
Gen 322:	21127	4825	5173	1427	5045	2403
Gen 323:	21127	4815	5143	1442	5071	2402
Gen 324:	21081	4833	5139	1449	5094	2404
Gen 325:	21138	4821	5142	1458	5056	2385
Gen 326:	21110	4838	5158	1440	5044	2410
Gen 327:	21129	4834	5131	1446	5051	2409
Gen 328:	21176	4816	5109	1432	5043	2424
Gen 329:	21127	4858	5112	1438	5032	2433
Gen 330:	21100	4860	5138	1446	5031	2425
Gen 331:	21091	4896	5121	1436	5031	2425
Gen 332:	21135	4899	5123	1423	4999	2421
Gen 333:	21212	4872	5112	1417	4968	2419
Gen 334:	21154	4841	5148	1457	4987	2413
Gen 335:	21112	4896	5140	1463	4962	2427
Gen 336:	21092	4900	5139	1471	4977	2421
Gen 337:	21130	4920	5128	1451	4976	2395
Gen 338:	21133	4886	5164	1437	4976	2404
Gen 339:	21115	4918	5153	1436	4983	2395
Gen 340:	21168	4937	5130	1432	4963	2370
Gen 341:	21218	4913	5110	1427	4977	2355
Gen 342:	21250	4910	5127	1420	4957	2336
Gen 343:	21278	4893	5132	1425	4944	2328
Gen 344:	21230	4879	5153	1421	4972	2345
Gen 345:	21207	4893	5143	1439	4979	2339
Gen 346:	21201	4892	5138	1442	4995	2332
Gen 347:	21116	4901	5179	1445	4999	2360
Gen 348:	21157	4897	5194	1447	4955	2350
Gen 349:	21188	4873	5221	1449	4937	2332
Gen 350:	21114	4879	5257	1453	4950	2347
Gen 351:	21092	4893	5253	1439	4974	2349
Gen 352:	21101	4882	5253	1439	4988	2337
