Gen   0:	7930	7979	8009	8072	8010
Gen   1:	10169	7485	7562	7448	7336
Gen   2:	11949	7096	7235	6954	6766
Gen   3:	13361	6824	6946	6554	6315
Gen   4:	14413	6554	6860	6245	5928
Gen   5:	15315	6399	6747	5934	5605
Gen   6:	16168	6191	6652	5683	5306
Gen   7:	16733	6067	6659	5469	5072
Gen   8:	17304	5947	6641	5274	4834
Gen   9:	17778	5845	6620	5125	4632
Gen  10:	18179	5781	6630	4982	4428
Gen  11:	18640	5681	6581	4862	4236
Gen  12:	19023	5567	6596	4750	4064
Gen  13:	19291	5477	6660	4631	3941
Gen  14:	19461	5467	6730	4529	3813
Gen  15:	19683	5375	6806	4449	3687
Gen  16:	19838	5331	6845	4397	3589
Gen  17:	19971	5295	6910	4353	3471
Gen  18:	20150	5275	6906	4285	3384
Gen  19:	20290	5261	6943	4218	3288
Gen  20:	20414	5191	7030	4174	3191
Gen  21:	20488	5154	7105	4125	3128
Gen  22:	20576	5125	7148	4080	3071
Gen  23:	20689	5044	7223	4047	2997
Gen  24:	20771	5009	7282	4012	2926
Gen  25:	20922	4967	7321	3946	2844
Gen  26:	20962	4919	7384	3919	2816
Gen  27:	21014	4889	7434	3897	2766
Gen  28:	21113	4821	7486	3857	2723
Gen  29:	21085	4842	7555	3858	2660
Gen  30:	21113	4789	7645	3820	2633
Gen  31:	21092	4746	7713	3823	2626
Gen  32:	21206	4645	7765	3795	2589
Gen  33:	21245	4593	7796	3806	2560
Gen  34:	21206	4604	7864	3782	2544
Gen  35:	21130	4628	7926	3796	2520
Gen  36:	21141	4596	7958	3800	2505
Gen  37:	21180	4577	7968	3788	2487
Gen  38:	21209	4528	7960	3817	2486
Gen  39:	21150	4537	8041	3819	2453
Gen  40:	21194	4492	8060	3801	2453
Gen  41:	21228	4488	8080	3783	2421
Gen  42:	21282	4509	8077	3744	2388
Gen  43:	21228	4521	8121	3736	2394
Gen  44:	21249	4462	8161	3739	2389
Gen  45:	21254	4436	8209	3720	2381
Gen  46:	21284	4416	8217	3725	2358
Gen  47:	21313	4366	8242	3733	2346
Gen  48:	21380	4310	8246	3740	2324
Gen  49:	21337	4300	8284	3757	2322
Gen  50:	21347	4269	8329	3754	2301
Gen  51:	21365	4203	8372	3765	2295
Gen  52:	21465	4157	8333	3761	2284
Gen  53:	21518	4100	8375	3745	2262
Gen  54:	21521	4123	8369	3731	2256
Gen  55:	21586	4078	8366	3716	2254
Gen  56:	21552	4095	8378	3726	2249
Gen  57:	21599	4095	8331	3743	2232
Gen  58:	21532	4067	8408	3757	2236
Gen  59:	21477	4061	8461	3766	2235
Gen  60:	21480	4031	8497	3752	2240
Gen  61:	21502	4000	8496	3772	2230
Gen  62:	21475	3999	8551	3738	2237
Gen  63:	21403	3952	8601	3785	2259
Gen  64:	21431	3944	8577	3813	2235
Gen  65:	21476	3895	8619	3791	2219
Gen  66:	21419	3863	8678	3813	2227
Gen  67:	21399	3836	8656	3883	2226
Gen  68:	21373	3828	8667	3905	2227
Gen  69:	21438	3818	8608	3916	2220
Gen  70:	21381	3800	8646	3943	2230
Gen  71:	21402	3773	8646	3943	2236
Gen  72:	21360	3782	8706	3937	2215
Gen  73:	21381	3745	8714	3942	2218
Gen  74:	21404	3734	8720	3943	2199
Gen  75:	21393	3743	8716	3933	2215
Gen  76:	21348	3723	8725	3958	2246
Gen  77:	21375	3702	8744	3949	2230
Gen  78:	21401	3677	8745	3964	2213
Gen  79:	21414	3646	8751	3988	2201
Gen  80:	21400	3611	8773	4006	2210
Gen  81:	21386	3613	8754	4041	2206
Gen  82:	21400	3585	8721	4070	2224
Gen  83:	21421	3562	8739	4051	2227
Gen  84:	21413	3508	8756	4082	2241
Gen  85:	21377	3514	8793	4075	2241
Gen  86:	21457	3483	8749	4076	2235
Gen  87:	21472	3459	8731	4105	2233
Gen  88:	21405	3465	8736	4142	2252
Gen  89:	21334	3486	8731	4194	2255
Gen  90:	21260	3491	8782	4220	2247
Gen  91:	21268	3453	8791	4250	2238
Gen  92:	21279	3453	8757	4292	2219
Gen  93:	21216	3453	8801	4290	2240
Gen  94:	21277	3428	8768	4293	2234
Gen  95:	21260	3406	8758	4337	2239
Gen  96:	21335	3379	8727	4329	2230
Gen  97:	21303	3407	8682	4353	2255
Gen  98:	21257	3400	8714	4364	2265
Gen  99:	21309	3382	8682	4340	2287
Gen 100:	21334	3356	8659	4376	2275
Gen 101:	21315	3331	8693	4390	2271
Gen 102:	21355	3354	8625	4401	2265
Gen 103:	21438	3324	8594	4370	2274
Gen 104:	21401	3309	8579	4414	2297
Gen 105:	21372	3335	8538	4440	2315
Gen 106:	21367	3296	8587	4426	2324
Gen 107:	21388	3275	8541	4459	2337
Gen 108:	21363	3244	8578	4477	2338
Gen 109:	21428	3219	8530	4481	2342
Gen 110:	21412	3231	8539	4473	2345
Gen 111:	21249	3253	8589	4545	2364
Gen 112:	21291	3249	8577	4529	2354
Gen 113:	21278	3248	8552	4542	2380
